uniqid,ew,y,east,nw,south,age,female,occupation,form_educ,pmi,det_risk,sanct,tax_mor,fin_diff,resp_coop,wex
310001068,0,NA,1,0,0,50,0,4,2,1,3,1,10,2,3,6167.371582
310001069,0,NA,1,0,0,28,1,3,3,1,2,2,10,2,3,6750.175781
310001071,0,NA,1,0,0,55,0,3,2,1,3,2,10,2,3,5257.585938
310001074,0,NA,1,0,0,62,1,4,2,1,4,2,10,2,3,4227.828125
310001091,0,NA,1,0,0,52,0,4,2,1,4,2,9.6,2,3,6009.761719
310001105,0,NA,1,0,0,61,0,4,2,1,3,1,9.8,3,3,5398.729004
310001110,0,NA,1,0,0,25,1,4,3,1,2,2,9.4,2,3,6750.175781
310001114,0,NA,1,0,0,31,1,4,2,1,3,2,9.8,3,3,6173.252441
310001117,0,NA,1,0,0,33,0,4,3,1,3,2,9.8,3,3,6758.40918
310001120,0,NA,1,0,0,52,0,4,2,1,2,2,9.6,3,1,5484.591309
310001123,1,NA,1,0,0,30,0,4,2,1,4,2,9,3,1,6758.40918
310001126,0,NA,1,0,0,30,0,4,2,1,4,1,8.6,3,2,6758.40918
310001134,0,NA,1,0,0,63,0,4,2,1,3,2,6,2,1,5080.568848
310001136,0,NA,1,0,0,46,0,4,2,1,4,2,8.69083665909551,2,2,5812.161133
310001138,0,NA,1,0,0,44,1,3,3,1,2,2,8.8,2,3,4790.048828
310001141,0,NA,1,0,0,59,1,3,2,1,3,2,10,2,3,3964.948975
310001148,0,NA,1,0,0,38,0,4,2,1,3,1,9.2,2,2,6434.367676
310001149,0,NA,1,0,0,38,1,3,3,1,3,2,10,3,3,6203.245605
310001153,0,NA,1,0,0,22,0,4,2,1,3,2,10,2,3,6166.783691
310001154,0,NA,1,0,0,38,1,3,3,1,3,2,10,3,3,6203.245605
310001157,0,NA,1,0,0,55,1,2,3,1,4,2,5.6,2,1,3517.407227
310001159,0,NA,1,0,0,47,1,3,2,1,3,2,4.8,2,1,3666.783936
310001163,0,NA,1,0,0,51,1,4,2,1,4,2,9.4,2,2,3878.498779
310001170,0,NA,1,0,0,30,1,2,3,1,4,2,10,3,2,5545.753418
310001171,0,NA,1,0,0,29,0,4,2,1,4,2,10,3,2,6079.745117
310001172,0,NA,1,0,0,37,1,2,3,1,4,2,8.8,3,2,5545.753418
310001175,0,NA,1,0,0,28,1,3,3,1,4,2,10,3,2,5545.753418
310001179,0,NA,1,0,0,52,1,4,2,1,1,1,8.13701634108981,2,3,4510.702637
310001181,0,NA,1,0,0,54,0,2,2,1,4,2,10,2,3,5674.546387
310001182,0,NA,1,0,0,42,0,3,2,1,4,2,10,2,3,5674.546387
310001196,0,NA,1,0,0,54,0,4,2,1,2,2,7.72048217789632,2,2,6344.977051
310001199,0,NA,1,0,0,26,0,4,3,0,1,1,4,2,3,6601.975098
310001201,0,NA,1,0,0,37,1,4,2,0,3,2,7.8,1,3,6029.168945
310001203,0,NA,1,0,0,58,1,3,3,0,3,2,9.2,3,2,4070.806396
310001209,0,NA,1,0,0,55,0,4,2,1,2,1,7,3,2,4667.724609
310001213,0,NA,1,0,0,69,0,3,2,0,4,2,6.6,3,2,7236.531738
310001228,0,NA,1,0,0,61,1,4,1,1,1,2,10,2,3,4443.659668
310001230,0,NA,1,0,0,52,1,4,2,1,1,1,10,3,3,4790.048828
310001233,0,NA,1,0,0,28,0,2,3,0,3,1,10,3,3,7379.439453
310001236,0,NA,1,0,0,37,0,3,3,1,2,1,9.2,3,3,7379.439453
310001245,0,NA,1,0,0,41,1,3,3,1,2,2,10,3,3,4790.048828
310001252,0,NA,1,0,0,34,0,4,2,1,2,2,9.6,2,2,5761.584961
310001258,0,NA,1,0,0,45,1,3,3,1,3,2,10,3,3,3666.783936
310001262,0,NA,1,0,0,41,0,4,2,1,2,2,10,3,3,4653.022461
310001272,0,NA,1,0,0,29,1,4,2,1,1,2,10,3,3,6173.252441
310001277,0,NA,1,0,0,44,1,2,3,1,3,1,10,3,3,4349.564453
310001278,0,NA,1,0,0,35,1,4,2,1,3,2,10,2,3,6173.252441
310001287,0,NA,1,0,0,45,0,4,2,0,3,2,10,2,2,5840.389648
310001300,0,NA,1,0,0,64,1,4,3,1,2,1,8.5,2,2,4468.359863
310001301,1,NA,1,0,0,32,0,4,2,1,1,3,4,1,3,7379.439453
310001302,0,NA,1,0,0,48,1,4,3,1,2,2,8.8,1,2,4790.048828
310001326,0,NA,1,0,0,38,1,4,2,1,2,2,10,1,1,6029.168945
310001330,0,NA,1,0,0,42,1,2,3,1,3,2,10,3,3,4625.381836
310001335,0,NA,1,0,0,52,0,4,2,1,4,1,7,2,2,5840.389648
310001345,0,NA,1,0,0,53,0,4,1,1,3,1,6.2,2,3,6496.117676
310001349,0,NA,1,0,0,48,1,3,2,1,3,2,6.8,2,3,5196.423828
310001353,0,NA,1,0,0,58,0,2,3,1,3,2,8.2,2,3,5694.541992
310001365,0,NA,1,0,0,50,0,2,3,1,3,2,10,3,2,5812.161133
310001370,0,NA,1,0,0,49,0,4,2,1,2,2,5.6,2,2,6496.117676
310001373,0,NA,1,0,0,59,1,4,2,1,2,3,4.6,2,2,4997.059082
310001375,0,NA,1,0,0,43,1,3,3,1,2,2,6.4,2,2,5196.423828
310001377,0,NA,1,0,0,55,0,4,2,1,3,2,5.2,2,2,5694.541992
310001383,0,NA,1,0,0,32,0,2,3,1,2,2,10,2,2,6601.975098
310001384,0,NA,1,0,0,42,1,2,3,0,3,1,8.4,1,3,3906.139404
310001385,0,NA,1,0,0,56,1,3,3,1,4,2,10,2,2,3749.117432
310001397,0,NA,1,0,0,52,0,4,2,1,3,2,8.8,2,2,4938.837402
310001400,0,NA,1,0,0,59,1,4,2,1,3,2,10,2,3,4730.062988
310001409,0,NA,1,0,0,39,1,4,3,1,1,3,10,2,3,5875.087402
310001412,0,NA,1,0,0,60,1,4,2,1,1,1,8.37866248391743,2,3,3964.948975
310001425,0,NA,1,0,0,49,1,2,3,1,3,1,4.2,3,3,4510.702637
310001430,0,NA,1,0,0,59,0,3,3,1,2,1,4.8,2,3,4957.068359
310001435,0,NA,1,0,0,60,0,4,2,1,1,2,8.6,1,3,5398.729004
310001437,0,NA,1,0,0,39,1,4,2,1,4,3,9.2,1,3,6923.664062
310001438,0,NA,1,0,0,59,0,4,1,1,3,3,8.8,1,2,5398.729004
310001444,0,NA,1,0,0,31,0,4,3,1,3,1,8.4,2,2,6982.474121
310001449,0,NA,1,0,0,61,1,4,2,1,3,1,7.2,3,3,4328.393066
310001453,0,NA,1,0,0,28,1,3,3,1,3,1,8.6,2,3,6532.580078
310001458,0,NA,1,0,0,42,0,4,2,1,4,2,10,2,3,5674.546387
310001459,0,NA,1,0,0,28,1,4,2,1,2,1,10,2,3,6381.438965
310001461,0,NA,1,0,0,52,1,3,2,1,4,2,10,3,3,4510.702637
310001463,0,NA,1,0,0,48,0,4,2,1,1,3,10,2,3,5674.546387
310001470,0,NA,1,0,0,51,0,4,2,1,4,2,10,3,2,6344.977051
310001479,0,NA,1,0,0,54,1,2,3,1,3,1,4.8,3,3,4374.852539
310001484,0,NA,1,0,0,49,0,3,3,1,2,2,10,2,3,5215.242676
310001494,0,NA,1,0,0,48,0,4,2,1,3,2,10,2,2,5484.591309
310001499,0,NA,1,0,0,57,1,4,2,1,3,2,10,2,2,4176.664062
310001512,0,NA,1,0,0,69,1,4,3,1,2,1,6,2,2,7926.95752
310001521,0,NA,1,0,0,32,0,4,1,0,3,1,6,3,2,6758.40918
310001527,0,NA,1,0,0,49,0,4,2,0,4,1,4.6,3,3,5484.591309
310001529,0,NA,1,0,0,55,1,4,3,1,3,1,8,3,3,4176.664062
310001532,0,NA,1,0,0,47,0,4,2,0,4,2,10,3,2,5484.591309
310001536,0,NA,1,0,0,42,0,3,3,1,3,1,10,3,3,5484.591309
310001538,0,NA,1,0,0,36,0,3,2,1,3,2,4,3,3,6758.40918
310001542,1,0.4,1,0,0,34,0,4,2,1,3,1,1,3,3,6758.40918
310001550,0,NA,1,0,0,41,0,4,2,1,3,1,8.01732864404682,3,2,5484.591309
310001554,0,NA,1,0,0,37,0,4,2,1,3,1,10,3,2,6758.40918
310001588,0,NA,1,0,0,31,1,4,3,1,1,2,10,3,3,7522.34668
310001597,0,NA,1,0,0,55,0,2,3,1,2,2,10,3,3,5257.585938
310001601,0,NA,1,0,0,52,1,4,2,1,3,1,8.2,1,3,4790.048828
310001606,0,NA,1,0,0,36,0,4,3,0,3,1,5.4,2,2,7379.439453
310001608,0,NA,1,0,0,58,0,3,2,1,3,1,6.2,2,2,5257.585938
310001619,0,NA,1,0,0,59,1,4,2,1,3,1,5.2,1,2,4603.03418
310001623,0,NA,1,0,0,55,1,2,3,1,3,2,5.2,2,3,4603.03418
310001629,0,NA,1,0,0,43,1,3,3,1,4,1,10,3,3,4625.381836
310001631,0,NA,1,0,0,28,0,4,2,1,3,1,6.4,2,3,7379.439453
310001637,0,NA,1,0,0,46,1,3,2,1,4,2,9.4,2,3,4790.048828
310001653,0,NA,1,0,0,63,0,4,2,1,3,2,6.21659473704663,2,1,5080.568848
310001655,0,NA,1,0,0,51,0,4,2,1,3,2,10,3,2,5812.161133
310001658,0,NA,1,0,0,29,0,4,2,1,4,2,10,3,2,7144.788574
310001664,0,NA,1,0,0,31,1,3,3,1,4,2,10,3,2,7284.16748
310001666,0,NA,1,0,0,58,0,4,2,1,4,1,10,3,2,5694.541992
310001676,0,NA,1,0,0,25,0,4,2,1,2,2,9.2,2,3,7379.439453
310001689,0,NA,1,0,0,33,0,4,3,0,2,2,7.4,2,3,5761.584961
310001690,0,NA,1,0,0,57,0,3,3,1,2,2,9.6,2,3,4046.106445
310001695,0,NA,1,0,0,46,1,3,3,1,3,2,7.4,1,3,3666.783936
310001701,0,NA,1,0,0,36,0,3,2,1,4,2,3.6,3,3,6807.221191
310001707,0,NA,1,0,0,56,0,4,2,1,3,2,9,1,2,5257.585938
310001712,0,NA,1,0,0,42,0,4,2,1,3,2,9.4,3,2,6496.117676
310001716,0,NA,1,0,0,54,0,4,2,1,4,2,10,3,2,6496.117676
310001721,0,NA,1,0,0,32,1,4,3,1,3,1,8.6,2,3,6750.175781
310001722,0,NA,1,0,0,61,1,3,2,0,3,2,10,2,2,4603.03418
310001724,0,NA,1,0,0,50,0,4,2,1,4,2,6,3,3,6009.761719
310001729,0,NA,1,0,0,39,0,3,2,1,3,2,10,3,3,7379.439453
310001746,0,NA,1,0,0,61,1,4,1,1,2,2,9.2,3,3,4730.062988
310001751,0,NA,1,0,0,34,0,4,2,1,2,2,10,2,3,7566.454102
310001755,0,NA,1,0,0,36,1,4,2,1,3,2,9.6,3,3,6221.476562
310001774,0,NA,1,0,0,22,0,3,2,1,4,2,5,3,3,6885.437988
310001777,0,NA,1,0,0,34,0,3,2,0,4,2,7,2,3,7566.454102
310001781,1,NA,1,0,0,52,0,4,2,0,3,2,1,2,3,5840.389648
310001799,0,NA,1,0,0,19,1,4,2,1,2,2,10,3,3,7089.507324
310001814,0,NA,1,0,0,56,0,4,2,1,1,2,10,2,1,4277.228516
310001825,0,NA,1,0,0,50,1,3,2,1,4,2,9.2,2,3,4349.564453
310001827,0,NA,1,0,0,62,1,4,3,1,3,2,8.4,3,3,4176.664062
310001836,0,NA,1,0,0,21,0,4,2,1,2,1,7,1,3,6186.190918
310001838,0,NA,1,0,0,44,1,4,2,1,3,1,10,2,2,4401.316895
310001840,0,NA,1,0,0,18,1,4,2,1,4,3,4.4,3,2,6723.711426
310001842,0,NA,1,0,0,28,0,4,2,1,2,1,5.6,3,3,6807.221191
310001844,0,NA,1,0,0,35,0,3,2,1,4,3,6.8,3,2,6807.221191
310001845,0,NA,1,0,0,60,1,4,2,1,4,2,10,1,2,4227.828125
310001848,0,NA,1,0,0,30,1,4,3,1,4,3,8.4,3,3,6221.476562
310001856,0,NA,1,0,0,68,1,4,2,1,4,2,8.8,2,2,7135.378906
310001857,0,NA,1,0,0,32,0,4,2,1,4,3,9.2,3,3,6807.221191
310001878,0,NA,1,0,0,49,0,3,2,1,1,1,10,2,3,5840.389648
310001880,0,NA,1,0,0,46,1,4,2,1,3,3,10,1,3,4650.669922
310001885,0,NA,1,0,0,31,1,3,2,1,4,2,7.8,2,2,6562.572754
310001909,1,0.4,1,0,0,26,0,4,2,1,2,1,4.8,3,1,7776.992676
310001914,0,NA,1,0,0,43,1,2,3,1,3,1,6.2,2,3,4790.048828
310001917,0,NA,1,0,0,53,0,2,3,1,2,1,10,2,3,6009.761719
310001922,0,NA,1,0,0,63,0,4,2,1,2,1,7.4,2,3,5257.585938
310001927,0,NA,1,0,0,57,1,4,2,1,2,1,5.4,2,2,4603.03418
310001929,0,NA,1,0,0,41,1,2,3,1,3,2,7.2,2,3,4790.048828
310001940,0,NA,1,0,0,47,0,3,2,0,3,1,10,1,2,6009.761719
310001943,0,NA,1,0,0,40,0,4,2,1,3,2,5.8,2,2,5484.591309
310001955,0,NA,1,0,0,30,0,2,3,1,3,2,9.8,3,3,6434.367676
310001956,0,NA,1,0,0,47,0,2,3,1,3,2,9.8,3,3,5215.242676
310001959,0,NA,1,0,0,44,1,3,3,1,2,2,10,3,3,4130.204102
310001963,0,NA,1,0,0,39,1,4,3,1,3,2,10,3,3,5875.087402
310001965,0,NA,1,0,0,53,1,3,2,1,3,2,10,3,3,4130.204102
310001975,0,NA,1,0,0,45,1,3,2,1,4,2,6.4,2,3,4506.585938
310001976,1,0.3,1,0,0,52,0,4,2,1,4,2,6.2,2,3,5672.782227
310001989,0,NA,1,0,0,43,0,4,2,1,4,2,10,2,2,5484.591309
310001990,0,NA,1,0,0,56,1,4,2,1,2,3,10,2,1,4176.664062
310001993,0,NA,1,0,0,58,0,3,3,1,3,1,5,3,3,4528.934082
310001997,0,NA,1,0,0,48,0,2,3,0,4,3,8,3,3,5198.187988
310001999,0,NA,1,0,0,61,0,3,2,1,3,2,10,3,2,4528.934082
310002003,0,NA,1,0,0,45,0,3,2,1,3,2,10,2,3,6009.761719
310002005,0,NA,1,0,0,39,1,4,2,1,3,2,8.65677251057891,2,3,6750.175781
310002007,0,NA,1,0,0,58,1,3,3,1,4,2,10,2,3,4603.03418
310002012,0,NA,1,0,0,49,0,3,3,1,4,2,10,2,3,6009.761719
310002014,0,NA,1,0,0,51,1,3,3,0,4,2,6,2,3,4790.048828
310002015,0,NA,1,0,0,48,1,3,2,1,4,2,10,2,3,4790.048828
310002017,0,NA,1,0,0,52,0,3,3,1,4,2,10,2,3,6009.761719
310002025,0,NA,1,0,0,63,0,4,2,1,3,2,10,3,2,4835.33252
310002030,0,NA,1,0,0,32,1,4,2,1,4,2,8.6,3,2,6221.476562
310002034,0,NA,1,0,0,55,0,4,3,1,1,1,10,2,1,4811.808594
310002035,0,NA,1,0,0,41,0,3,3,1,4,2,10,2,2,5512.231934
310002036,0,NA,1,0,0,36,1,4,3,1,1,1,10,2,1,6203.245605
310002042,0,NA,1,0,0,57,0,4,2,0,2,2,9.4,1,3,4835.33252
310002054,0,NA,1,0,0,44,0,4,2,1,3,1,9,2,2,5484.591309
310002055,0,NA,1,0,0,60,1,3,3,1,3,2,10,3,2,4176.664062
310002059,0,NA,1,0,0,45,1,4,2,1,2,1,5.6,3,2,4374.852539
310002062,0,NA,1,0,0,31,0,4,3,1,2,1,5.2,3,2,6789.578125
310002079,0,NA,1,0,0,31,1,3,3,1,4,2,10,2,3,6029.168945
310002083,1,NA,1,0,0,33,1,2,2,1,4,2,10,3,3,6029.168945
310002084,0,NA,1,0,0,33,0,4,3,0,1,2,6,1,3,6601.975098
310002094,0,NA,1,0,0,24,1,4,2,1,4,2,10,2,3,6521.405762
310002095,0,NA,1,0,0,37,0,3,3,1,3,2,9.6,3,3,6601.975098
310002098,0,NA,1,0,0,51,0,4,2,1,3,2,9.2,1,2,5812.161133
310002102,0,NA,1,0,0,41,1,4,2,1,2,2,9.4,1,2,4625.381836
310002109,0,NA,1,0,0,28,0,3,2,1,3,2,9.6,1,2,7379.439453
310002111,0,NA,1,0,0,20,1,4,1,1,2,1,6.64150805448985,1,0,7089.507324
310002118,0,NA,1,0,0,59,1,3,2,1,3,1,7.8,3,2,4332.509277
310002120,0,NA,1,0,0,57,0,4,2,0,2,1,10,3,3,4957.068359
310002123,0,NA,1,0,0,52,1,4,2,1,2,2,10,3,3,4510.702637
310002124,0,NA,1,0,0,40,0,4,2,1,2,2,10,2,2,5674.546387
310002129,0,NA,1,0,0,30,0,3,3,1,1,2,10,3,3,6981.885742
310002135,0,NA,1,0,0,42,1,4,3,1,3,2,10,3,3,4130.204102
310002136,0,NA,1,0,0,36,1,3,3,1,3,2,10,2,2,5875.087402
310002139,0,NA,1,0,0,50,0,2,2,1,3,2,8,3,2,5215.242676
310002143,0,NA,1,0,0,38,1,2,3,1,3,2,10,3,2,5875.087402
310002146,0,NA,1,0,0,46,1,2,3,1,4,2,10,2,1,4130.204102
310002148,0,NA,1,0,0,52,0,2,2,0,3,1,10,3,2,5215.242676
310002152,0,NA,1,0,0,43,0,2,3,1,3,1,7,2,3,5672.782227
310002158,0,NA,1,0,0,40,0,4,2,1,3,1,4,2,1,5672.782227
310002160,0,NA,1,0,0,38,1,4,3,1,2,1,5.8,2,3,6380.851074
310002167,0,NA,1,0,0,25,0,4,2,1,2,1,4.6,2,3,6982.474121
310002169,0,NA,1,0,0,47,0,4,2,1,2,1,5.4,1,3,6712.537598
310002180,0,NA,1,0,0,20,0,4,2,1,3,2,9,3,2,7482.944336
310002182,0,NA,1,0,0,53,1,4,2,1,2,3,10,2,1,5378.145508
310002184,0,NA,1,0,0,61,0,4,2,1,4,1,7,2,1,5889.20166
310002225,0,NA,1,0,0,48,1,3,3,1,2,2,7.4,2,2,4790.048828
310002227,0,NA,1,0,0,29,1,4,2,1,4,1,8.6,3,2,6750.175781
310002231,0,NA,1,0,0,29,1,4,2,1,2,1,6.4,1,3,6750.175781
310002233,1,0.2,1,0,0,37,0,4,2,1,2,1,3.2,2,2,7776.992676
310002236,0,NA,1,0,0,44,1,4,2,1,3,1,3.8,3,1,5069.98291
310002239,0,NA,1,0,0,46,0,4,2,1,2,2,5.4,3,1,6344.977051
310002242,0,NA,1,0,0,47,1,4,2,1,2,1,1,3,2,5069.98291
310002248,0,NA,1,0,0,32,0,4,2,1,1,1,4,2,1,7776.992676
310002249,0,NA,1,0,0,36,1,3,2,1,2,1,5.4,3,2,7118.912598
310002261,0,NA,1,0,0,59,0,4,2,0,4,1,9,1,2,4302.516602
310002270,0,NA,1,0,0,48,1,4,2,1,4,2,8.8,2,3,3906.139404
310002283,0,NA,1,0,0,48,1,2,3,1,4,1,6.2,3,2,4790.048828
310002286,0,NA,1,0,0,40,1,2,3,0,4,2,8.2,3,2,4790.048828
310002294,0,NA,1,0,0,55,0,3,3,0,3,2,9.2,2,3,5257.585938
310002295,0,NA,1,0,0,28,0,3,3,1,3,2,9.6,2,3,7379.439453
310002300,0,NA,1,0,0,52,1,4,2,0,3,1,4.6,2,3,4506.585938
310002305,0,NA,1,0,0,45,0,3,2,1,2,2,9,2,3,5672.782227
310002307,0,NA,1,0,0,30,0,3,3,1,3,2,6,2,3,6982.474121
310002312,0,NA,1,0,0,40,1,3,3,1,2,2,8,2,3,4506.585938
310002315,0,NA,1,0,0,28,1,4,3,0,2,2,4.6,1,2,6380.851074
310002322,0,NA,1,0,0,25,1,4,2,1,2,2,9,2,3,6203.245605
310002325,0,NA,1,0,0,57,1,3,2,0,2,2,8.6,3,3,4201.36377
310002327,0,NA,1,0,0,27,0,2,3,1,1,2,9.4,3,3,6789.578125
310002329,0,NA,1,0,0,52,1,4,3,1,1,2,8.8,3,3,4374.852539
310002332,0,NA,1,0,0,43,0,4,2,1,2,2,8.6,2,2,5512.231934
310002334,0,NA,1,0,0,47,0,3,2,1,2,2,9,3,3,5512.231934
310002335,0,NA,1,0,0,44,1,4,2,1,1,3,9.6,2,3,4374.852539
310002336,0,NA,1,0,0,36,0,4,3,0,3,2,6.4,3,3,7955.186035
310002338,0,NA,1,0,0,64,0,4,2,1,3,1,6.4,3,3,5694.541992
310002347,0,NA,1,0,0,23,1,4,2,1,2,2,8.49641475093226,3,3,7858.738281
310002358,0,NA,1,0,0,38,1,3,3,1,4,1,10,3,3,6750.175781
310002362,0,NA,1,0,0,57,0,4,2,1,3,2,10,3,3,5257.585938
310002364,0,NA,1,0,0,52,1,3,3,1,4,1,10,3,3,4790.048828
310002365,0,NA,1,0,0,48,0,3,2,1,3,1,10,3,3,6009.761719
310002376,0,NA,1,0,0,34,1,3,3,1,3,1,10,3,3,6750.175781
310002385,0,NA,1,0,0,54,0,4,2,1,4,1,8,3,3,6009.761719
310002392,0,NA,1,0,0,51,0,4,2,1,4,2,10,3,3,6009.761719
310002395,0,NA,1,0,0,48,1,4,2,1,3,2,8.2,2,3,5196.423828
310002401,0,NA,1,0,0,64,0,4,2,1,1,2,8,3,3,5694.541992
310002405,0,NA,1,0,0,40,0,4,1,1,2,1,8.6,2,3,6496.117676
310002409,0,NA,1,0,0,54,1,4,2,1,3,2,10,1,3,4790.048828
310002415,0,NA,1,0,0,35,1,2,3,1,3,2,10,2,3,6750.175781
310002421,0,NA,1,0,0,55,1,4,2,1,3,2,10,1,2,4603.03418
310002425,0,NA,1,0,0,19,0,4,2,1,2,1,10,2,2,6344.388672
310002427,0,NA,1,0,0,48,1,4,2,1,3,2,9,2,2,4510.702637
310002431,0,NA,1,0,0,52,1,4,2,1,3,2,7,2,2,4510.702637
310002445,0,NA,1,0,0,49,0,4,2,1,2,1,8.6,3,2,6009.761719
310002449,0,NA,1,0,0,57,0,4,2,0,2,2,9.4,3,2,5257.585938
310002455,0,NA,1,0,0,38,0,4,2,1,3,2,9.2,3,2,7379.439453
310002457,0,NA,1,0,0,46,0,2,3,1,2,2,8.6,3,2,6009.761719
310002459,0,NA,1,0,0,31,0,3,2,1,2,1,8,3,2,7379.439453
310002463,0,NA,1,0,0,23,1,4,2,1,2,2,8.8,3,2,7289.460449
310002465,0,NA,1,0,0,58,1,4,2,1,2,2,7.6,3,2,4603.03418
310002470,0,NA,1,0,0,37,0,4,3,1,2,2,8,3,2,7379.439453
310002472,0,NA,1,0,0,49,1,4,2,1,2,2,8.4,3,2,4790.048828
310002477,0,NA,1,0,0,56,0,4,2,0,2,2,8.4,3,2,5257.585938
310002479,0,NA,1,0,0,21,1,4,2,1,1,2,8.2,3,2,7289.460449
310002485,0,NA,1,0,0,53,0,2,3,1,3,2,8.2,3,2,5512.231934
310002487,0,NA,1,0,0,50,0,2,3,1,3,2,8.4,3,3,5512.231934
310002488,0,NA,1,0,0,28,1,3,3,0,3,2,1.4,2,3,6750.175781
310002491,0,NA,1,0,0,52,1,3,2,1,2,2,9,2,3,4790.048828
310002492,0,NA,1,0,0,45,0,3,2,0,2,2,2.4,2,3,6009.761719
310002493,0,NA,1,0,0,58,1,2,3,1,3,2,7,3,3,3945.541748
310002494,0,NA,1,0,0,59,1,2,3,1,4,2,9,3,2,3945.541748
310002495,0,NA,1,0,0,30,0,4,2,1,3,1,7,3,2,6417.900879
310002497,0,NA,1,0,0,36,1,3,3,1,3,1,7,2,3,6532.580078
310002503,0,NA,1,0,0,29,0,2,3,1,4,1,8.4,2,3,7144.788574
320000029,0,NA,0,0,1,27,0,2,3,0,2,2,10,3,3,1630.747437
320000031,0,NA,0,0,1,46,0,4,2,0,2,2,7.8,3,3,1438.413208
320000032,0,NA,0,0,1,37,0,3,3,1,2,2,7.8,3,3,1630.747437
320000040,0,NA,0,0,1,30,0,2,3,0,1,2,10,3,3,1476.477783
320000049,0,NA,0,0,1,25,1,3,2,1,1,3,10,1,3,1724.68811
320000050,0,NA,0,0,1,40,0,3,3,1,2,1,8,3,3,1283.138062
320000051,1,NA,0,0,1,42,0,3,2,1,1,3,7,3,3,1283.138062
320000054,0,NA,0,0,1,47,0,4,2,0,3,1,6,2,3,1437.120361
320000061,0,NA,0,0,1,24,1,4,3,1,1,1,8.44482102938644,3,3,2260.896973
320000076,0,NA,0,0,1,34,1,4,2,1,2,1,10,1,3,1724.68811
320000078,0,NA,0,0,1,59,1,2,3,0,3,1,9.4,3,3,834.980591
320000083,0,NA,0,0,1,57,0,4,2,1,2,3,10,2,3,1423.761841
320000085,0,NA,0,0,1,48,0,3,3,1,2,2,9.6,2,1,1438.413208
320000089,0,NA,0,0,1,58,1,3,3,0,2,2,10,2,1,938.40155
320000091,0,NA,0,0,1,45,1,4,3,1,2,2,10,2,1,1528.619263
320000095,0,NA,0,0,1,40,0,3,3,0,2,1,8.8,3,2,1437.120361
320000105,0,NA,0,0,1,59,1,3,2,0,4,1,8.6,3,3,945.009033
320000134,0,NA,0,0,1,65,0,3,2,1,3,2,8.6,1,3,877.641724
320000138,0,NA,0,0,1,35,1,3,3,1,3,2,10,2,3,1724.68811
320000140,0,NA,0,0,1,32,1,2,3,0,2,2,9,2,3,1928.94458
320000141,0,NA,0,0,1,43,0,2,3,1,2,2,8,3,3,1438.413208
320000142,0,NA,0,0,1,46,0,2,3,1,3,2,8.4,2,3,1438.413208
320000147,0,NA,0,0,1,34,0,3,2,1,3,2,10,2,3,1503.194946
320000152,0,NA,0,0,1,49,1,3,3,0,3,2,9.6,2,2,1364.151123
320000179,0,NA,0,0,1,47,0,3,3,0,4,2,10,3,3,1438.413208
320000187,0,NA,0,0,1,63,0,4,1,1,3,2,10,3,2,1270.066772
320000189,0,NA,0,0,1,60,0,3,2,1,2,1,10,3,3,1270.066772
320000191,0,NA,0,0,1,47,1,3,3,1,2,2,10,2,3,1364.151123
320000194,0,NA,0,0,1,30,0,3,3,0,2,2,9.6,3,3,1456.080933
320000195,0,NA,0,0,1,24,0,4,3,1,1,2,10,2,3,2429.96167
320000199,0,NA,0,0,1,49,0,3,3,1,2,3,10,3,2,1437.120361
320000201,0,NA,0,0,1,46,0,4,3,1,4,3,9.6,3,3,1437.120361
320000207,0,NA,0,0,1,51,0,4,2,1,2,2,8,3,1,1438.413208
320000209,0,NA,0,0,1,35,1,3,3,1,2,1,8.6,3,3,1928.94458
320000219,0,NA,0,0,1,33,0,4,3,0,2,2,10,3,2,1503.194946
320000222,0,NA,0,0,1,40,1,2,3,0,4,1,10,2,3,1528.619263
320000224,0,NA,0,0,1,52,1,3,2,0,3,2,10,2,3,1528.619263
320000225,0,NA,0,0,1,52,0,3,2,1,2,2,10,2,3,1438.413208
320000241,0,NA,0,0,1,30,1,2,2,1,4,2,4.4,3,3,1724.68811
320000270,0,NA,0,0,1,42,1,3,2,1,2,2,10,2,3,1893.465332
320000273,0,NA,0,0,1,60,1,4,1,0,4,2,10,3,3,1207.439697
320000275,0,NA,0,0,1,35,1,3,3,1,3,2,7.6,2,1,1922.049805
320000283,0,NA,0,0,1,69,1,3,2,0,3,2,10,3,3,1520.718994
320000298,0,NA,0,0,1,42,0,3,2,0,4,2,9.6,2,3,1438.413208
320000319,0,NA,0,0,1,40,0,3,2,1,3,2,9,2,3,1438.413208
320000322,0,NA,0,0,1,45,0,2,3,0,4,2,9,3,3,1438.413208
320000324,0,NA,0,0,1,43,0,4,3,0,3,2,10,2,3,1283.138062
320000327,0,NA,0,0,1,32,1,3,3,1,3,2,10,3,3,1724.68811
320000332,0,NA,0,0,1,35,0,2,3,1,3,2,10,2,3,1456.080933
320000333,0,NA,0,0,1,40,0,4,2,0,1,1,10,2,3,1283.138062
320000334,0,NA,0,0,1,34,0,4,3,1,3,2,10,2,3,1472.886841
320000341,0,NA,0,0,1,26,0,4,2,1,3,2,10,3,3,1472.886841
320000345,0,NA,0,0,1,44,0,3,3,1,1,2,10,3,3,1788.320801
320000347,0,NA,0,0,1,31,0,4,2,1,2,2,8.4,3,3,2013.692261
