uniqid,ew,y,east,nw,south,age,female,occupation,form_educ,pmi,det_risk,sanct,tax_mor,fin_diff,resp_coop,wex
10013563,0,NA,0,1,0,45,1,4,2,0,2,2,5.6,2,3,5830.500488
10013608,0,NA,0,1,0,48,0,4,2,1,2,2,9.6,3,2,6731.807617
10013612,0,NA,0,1,0,57,0,4,3,0,2,2,10,3,2,6192.648926
10013613,0,NA,0,1,0,60,1,2,3,0,2,2,10,3,2,5662.521484
10013615,0,NA,0,1,0,27,1,4,3,0,3,2,8.6,3,2,7435.333008
10013630,0,NA,0,1,0,61,1,4,2,0,3,2,9.2,3,2,5662.521484
10013697,0,NA,0,1,0,56,1,3,3,1,2,2,8.2,3,3,8258.069336
10013701,0,NA,0,1,0,67,1,3,2,1,3,2,8.2,3,3,8634.667969
10013721,0,NA,0,1,0,49,0,3,3,1,3,2,8.2,3,3,9766.268555
10013739,0,NA,0,1,0,67,1,3,2,1,4,2,9.4,3,3,8634.667969
10013742,0,NA,0,1,0,73,1,3,2,1,2,2,7.8,1,3,8634.667969
10013743,0,NA,0,1,0,36,1,2,3,0,4,2,8.5,2,3,10719.957031
10013817,0,NA,0,1,0,59,1,3,2,1,1,2,7.2,3,2,6310.956543
10013841,1,NA,0,1,0,62,0,4,2,1,3,1,4.8,3,3,6897.077637
10013853,0,NA,0,1,0,56,0,4,2,1,3,2,7.8,3,2,6897.077637
10013869,0,NA,0,1,0,42,0,2,3,1,3,2,8.4,3,3,7495.841797
10013875,0,NA,0,1,0,21,1,4,2,1,2,1,6.8,3,3,8274.325195
10013879,0,NA,0,1,0,32,1,4,3,1,2,1,6,2,1,8278.84082
10014019,0,NA,0,1,0,41,1,3,3,1,2,2,6,3,2,9230.722656
10014020,0,NA,0,1,0,45,0,3,3,1,2,2,6,3,2,8603.058594
10014021,0,NA,0,1,0,47,0,3,3,1,2,2,6,3,2,8603.058594
10014022,0,NA,0,1,0,32,0,3,3,1,4,1,6,3,1,10937.607422
10014023,0,NA,0,1,0,54,0,3,3,1,2,2,6.6,3,2,8603.058594
10014059,0,NA,0,1,0,47,0,2,3,1,3,2,10,3,3,5876.559082
10014060,0,NA,0,1,0,37,0,4,2,1,4,1,8.8,2,3,7583.443848
10014061,0,NA,0,1,0,53,0,2,3,0,3,2,10,3,3,5876.559082
10014063,0,NA,0,1,0,49,0,3,2,0,3,2,10,2,3,5876.559082
10014080,0,NA,0,1,0,29,0,4,2,1,3,1,8,2,3,7583.443848
10014098,0,NA,0,1,0,43,1,4,3,0,1,2,6.4,1,3,6353.40332
10014099,0,NA,0,1,0,49,1,3,3,0,4,2,10,1,3,6353.40332
10014100,0,NA,0,1,0,55,0,4,2,0,2,2,10,2,2,5399.715332
10014103,0,NA,0,1,0,62,0,4,1,0,1,1,6.4,3,3,5399.715332
10014138,0,NA,0,1,0,20,0,4,2,1,3,1,8,3,2,9978.500977
10014142,0,NA,0,1,0,58,1,3,3,1,2,1,8,3,3,7224.907715
10014143,0,NA,0,1,0,45,0,2,3,0,3,3,6,3,2,8563.321289
10014158,0,NA,0,1,0,20,1,4,2,1,2,2,8.4,3,2,9427.601562
10014159,0,NA,0,1,0,46,0,4,3,1,2,2,7,3,2,8563.321289
10014161,0,NA,0,1,0,27,1,4,3,0,3,2,7.8,3,2,9411.345703
10014163,0,NA,0,1,0,32,1,4,3,1,2,2,6.2,2,2,9411.345703
10014463,0,NA,0,1,0,59,1,4,2,0,4,2,10,1,3,6410.299316
10014480,0,NA,0,1,0,29,0,4,3,1,3,1,6,2,3,9708.469727
10014482,0,NA,0,1,0,44,1,4,3,0,3,2,10,2,3,8176.789062
10014574,0,NA,0,1,0,45,1,4,3,0,4,2,3.8,2,3,11689.900391
10014583,0,NA,0,1,0,59,0,4,3,1,4,2,10,3,3,10130.223633
10014601,0,NA,0,1,0,49,0,4,2,0,4,2,1,3,3,10939.413086
10014607,0,NA,0,1,0,39,1,3,3,1,3,1,8.2,3,2,11971.671875
10014614,0,NA,0,1,0,41,0,4,3,1,3,2,8.6,3,2,10939.413086
10014621,0,NA,0,1,0,48,0,4,3,1,2,3,9.2,3,3,10939.413086
10014634,0,NA,0,1,0,35,1,3,3,0,3,2,7.2,3,3,11971.671875
10014744,0,NA,0,1,0,27,0,4,2,1,3,2,10,2,3,14900.46875
10014749,0,NA,0,1,0,37,0,3,3,0,2,2,7.4,3,3,14900.46875
10014758,0,NA,0,1,0,50,0,4,3,0,4,2,10,3,3,11847.041992
10014868,0,NA,0,1,0,51,1,4,3,0,3,3,7.4,2,2,9880.061523
10014875,0,NA,0,1,0,40,0,4,2,1,4,1,10,3,2,9198.210938
10014878,0,NA,0,1,0,42,0,4,2,0,2,1,6.8,2,2,9198.210938
10014881,0,NA,0,1,0,24,1,4,2,0,1,3,7.4,2,2,10123.901367
10014903,0,NA,0,1,0,43,1,4,2,0,3,2,8.4,3,2,12781.764648
10014920,0,NA,0,1,0,47,1,4,2,0,1,2,7.6,3,3,12781.764648
10014945,0,NA,0,1,0,56,0,3,3,0,4,1,7.2,3,3,11116.423828
10015020,0,NA,0,1,0,32,0,3,3,1,2,2,8,3,2,20989.259766
10015023,0,NA,0,1,0,39,0,3,3,1,2,2,8,3,2,20989.259766
10015038,0,NA,0,1,0,50,1,3,3,1,2,2,8,3,2,17926.802734
10015039,0,NA,0,1,0,42,1,3,3,1,2,2,8,2,2,17926.802734
10015040,0,NA,0,1,0,58,0,3,3,1,2,2,7.2,3,3,15725.011719
10015129,0,NA,0,1,0,53,0,2,3,0,4,2,10,3,3,9766.268555
10015137,0,NA,0,1,0,33,1,3,3,1,3,2,5.8,3,3,11699.834961
10015138,0,NA,0,1,0,22,1,2,3,0,3,1,5.4,3,3,5947.001953
10015159,0,NA,0,1,0,27,1,4,3,1,3,2,9,3,3,16057.357422
10015185,0,NA,0,1,0,35,1,2,3,0,3,2,8.2,2,3,11699.834961
10015212,0,NA,0,1,0,39,1,4,3,0,3,2,8,3,3,11699.834961
10015213,0,NA,0,1,0,46,1,4,2,1,3,2,10,3,3,11421.675781
10015215,0,NA,0,1,0,34,1,4,2,0,2,1,10,2,3,11699.834961
10015216,0,NA,0,1,0,50,0,2,3,1,3,2,10,3,3,10699.18457
10015220,0,NA,0,1,0,31,0,2,3,0,3,1,7.4,3,3,12391.619141
10015223,0,NA,0,1,0,34,1,2,3,0,3,2,8.2,2,3,13089.726562
10015224,0,NA,0,1,0,48,1,3,3,0,4,2,10,3,3,12781.764648
10015225,0,NA,0,1,0,26,1,4,3,0,3,2,7.2,3,3,11699.834961
10015227,0,NA,0,1,0,47,1,4,2,1,4,2,8.4,3,3,15678.049805
10015271,0,NA,0,1,0,60,1,3,3,1,2,2,9.6,3,3,12534.311523
10015275,0,NA,0,1,0,25,1,4,2,1,1,3,10,2,3,9411.345703
20000002,0,NA,0,1,0,40,0,4,3,0,3,2,10,3,3,3222.524658
20000004,0,NA,0,1,0,52,0,4,3,1,2,2,8.2,3,3,3222.524658
20000043,0,NA,0,1,0,31,1,3,3,0,3,2,8.69128276457743,3,3,10076.319336
20000054,0,NA,0,1,0,33,1,2,3,1,2,2,8.8,3,3,2984.848633
20000055,0,NA,0,1,0,61,0,4,2,1,4,2,10,3,3,3264.693115
20000061,0,NA,0,1,0,33,0,3,3,1,4,2,7.8,3,3,4270.983398
20000067,0,NA,0,1,0,48,0,2,3,1,4,2,10,3,3,3651.395996
20000068,0,NA,0,1,0,38,1,2,3,1,3,3,9.2,3,3,3359.092773
20000071,0,NA,0,1,0,47,0,2,3,1,2,2,10,3,3,3651.395996
20000081,0,NA,0,1,0,31,1,4,2,1,4,2,8,3,3,3847.862305
20000084,0,NA,0,1,0,55,0,4,2,1,4,2,7,3,3,4211.564453
20000087,0,NA,0,1,0,58,1,4,3,1,3,2,9,3,3,2657.564697
20000088,0,NA,0,1,0,64,1,4,3,0,4,2,2.4,3,3,2657.564697
20000093,0,NA,0,1,0,60,1,4,1,0,4,1,8.6,3,3,2657.564697
20000107,0,NA,0,1,0,64,0,4,3,0,3,2,9.6,3,3,7182.037109
20000160,0,NA,0,1,0,28,1,3,3,0,3,3,9,3,3,7880.210938
20000178,0,NA,0,1,0,47,0,3,3,0,3,2,9.2,3,3,8970.837891
20000181,0,NA,0,1,0,61,1,4,2,1,3,2,10,3,3,6820.730957
20000185,0,NA,0,1,0,39,1,4,3,0,3,2,8.2,3,3,8349.333984
20000204,0,NA,0,1,0,58,0,2,3,1,1,2,10,3,2,3245.525635
20000205,0,NA,0,1,0,51,1,3,3,1,4,2,10,3,2,2661.877197
20000224,0,NA,0,1,0,46,0,4,2,0,3,2,7.6,2,3,7102.97168
20000226,0,NA,0,1,0,45,1,3,3,1,3,2,10,3,3,5994.614746
20000238,0,NA,0,1,0,64,1,2,3,0,2,2,10,3,3,1920.576782
20000242,0,NA,0,1,0,54,0,4,3,1,2,2,9.6,3,3,2597.187256
20000244,0,NA,0,1,0,33,1,2,3,0,2,2,8.2,3,3,2397.366699
20000246,0,NA,0,1,0,32,1,4,3,0,3,2,9.4,3,3,2984.848633
20000260,0,NA,0,1,0,47,1,4,3,1,2,2,9.4,3,3,5994.614746
20000280,0,NA,0,1,0,44,1,2,3,0,3,2,8,3,3,2783.590576
20000284,0,NA,0,1,0,41,1,2,3,1,3,2,10,3,3,7195.933594
20000291,0,NA,0,1,0,42,1,2,3,0,3,1,9.4,3,3,7195.933594
20000302,0,NA,0,1,0,48,0,3,3,0,3,2,10,3,2,8970.837891
20000306,0,NA,0,1,0,39,0,2,2,0,3,2,9.6,3,3,11523.460938
20000317,0,NA,0,1,0,39,1,4,3,0,3,2,10,3,3,8349.333984
20000340,0,NA,0,1,0,66,1,4,1,1,1,2,10,3,3,1790.238281
20000349,0,NA,0,1,0,56,1,3,3,1,3,2,9.6,3,2,2657.564697
20000351,0,NA,0,1,0,38,0,3,3,0,2,3,8.2,3,3,9183.59668
20000353,0,NA,0,1,0,41,1,4,3,1,1,2,9.8,3,3,5994.614746
20000357,0,NA,0,1,0,38,1,3,3,0,4,2,1.6,3,3,6592.638672
20000368,0,NA,0,1,0,45,1,4,3,0,3,2,9.2,3,2,5994.614746
20000369,0,NA,0,1,0,31,0,4,3,1,3,2,8.49036605887509,3,3,14005.643555
20000371,0,NA,0,1,0,59,1,2,3,0,2,2,10,3,3,6659.724609
20000373,0,NA,0,1,0,45,0,2,3,0,4,2,8.8,3,3,7102.97168
20000388,0,NA,0,1,0,43,1,4,3,1,3,2,9,3,3,14377.012695
20000402,0,NA,0,1,0,25,0,4,3,1,3,2,1.2,3,3,4814.859375
20000414,0,NA,0,1,0,42,0,2,3,0,4,2,8.89927995596747,3,3,10853.55957
20000416,0,NA,0,1,0,65,1,2,3,0,3,2,10,3,3,6676.01709
20000430,0,NA,0,1,0,63,1,4,3,1,3,2,10,3,3,6820.730957
20000433,0,NA,0,1,0,62,1,2,3,1,2,1,10,3,3,2322.134521
20000435,0,NA,0,1,0,62,1,4,1,1,2,2,10,3,3,2322.134521
20000436,0,NA,0,1,0,52,1,4,3,0,3,2,10,3,3,2661.877197
20000437,0,NA,0,1,0,39,0,2,3,0,4,2,10,3,3,4270.983398
20000450,0,NA,0,1,0,46,0,4,3,0,2,2,10,3,3,3222.524658
20000452,0,NA,0,1,0,63,0,4,3,1,4,2,7.8,3,3,3245.525635
20000454,0,NA,0,1,0,53,0,3,3,0,2,1,10,3,3,3312.611572
20000480,0,NA,0,1,0,62,1,4,1,1,2,2,10,3,1,6820.730957
20000487,0,NA,0,1,0,32,1,3,3,0,2,2,7.6,3,3,8349.333984
20000490,0,NA,0,1,0,48,1,3,3,0,3,2,10,3,3,3029.412842
20000515,0,NA,0,1,0,47,0,2,3,0,4,2,10,3,3,4175.145996
20000520,0,NA,0,1,0,27,0,4,3,1,2,1,9.8,3,3,4270.983398
20000529,0,NA,0,1,0,56,1,4,3,0,3,2,10,3,3,2322.134521
20000534,0,NA,0,1,0,56,1,4,3,0,3,2,9.2,3,3,5997.489746
20000536,0,NA,0,1,0,37,0,4,3,0,4,2,10,3,3,5483.802734
20000537,0,NA,0,1,0,39,0,4,2,0,2,2,8.4,2,3,5483.802734
20000540,0,NA,0,1,0,47,1,4,3,0,4,2,7.8,3,3,3384.489502
20000544,0,NA,0,1,0,38,1,4,3,0,2,1,9.6,3,3,3847.862305
20000550,0,NA,0,1,0,36,1,4,3,1,2,1,10,2,2,2958.493408
20000554,0,NA,0,1,0,38,0,4,3,0,2,3,5.8,3,2,4270.983398
20000555,0,NA,0,1,0,53,1,4,3,1,2,2,10,3,2,2661.877197
20000558,0,NA,0,1,0,45,0,3,3,1,2,1,9.8,3,2,3222.524658
20000574,0,NA,0,1,0,37,1,4,3,1,3,2,7.8,3,3,6592.638672
20000575,0,NA,0,1,0,36,1,2,3,1,3,1,7.2,3,3,6592.638672
20000576,0,NA,0,1,0,45,1,3,3,0,4,2,1,3,3,5994.614746
20000578,0,NA,0,1,0,47,0,4,3,0,4,2,10,3,3,7102.97168
20000581,0,NA,0,1,0,41,0,4,3,1,1,3,10,3,3,4175.145996
20000582,0,NA,0,1,0,22,0,4,3,0,4,2,7.4,3,3,14377.012695
20000585,0,NA,0,1,0,41,0,4,2,1,3,2,7.8,3,3,8457.629883
20000595,0,NA,0,1,0,34,1,2,3,0,3,2,9.4,3,2,8349.333984
20000609,0,NA,0,1,0,63,0,2,3,0,3,2,10,3,3,3264.693115
20000613,1,0.25,0,1,0,24,1,4,3,1,4,2,7.8,3,3,13604.085938
20000615,0,NA,0,1,0,26,0,4,3,1,4,1,7.2,3,3,4206.293457
20000625,0,NA,0,1,0,56,1,3,3,1,2,1,10,3,3,6659.724609
20000631,0,NA,0,1,0,27,0,4,3,0,3,2,6.6,2,3,11523.460938
20000632,0,NA,0,1,0,44,0,2,3,1,3,2,8.8,3,3,8970.837891
20000644,0,NA,0,1,0,38,0,2,3,1,4,2,7.8,3,3,11523.460938
20000662,0,NA,0,1,0,17,0,4,2,1,3,2,9,2,3,14377.012695
20000663,0,NA,0,1,0,60,1,4,3,1,2,2,10,3,3,5340.525879
20000664,0,NA,0,1,0,44,0,3,3,0,3,2,8.8,3,3,7102.97168
20000666,0,NA,0,1,0,35,1,2,3,0,4,2,9.6,3,3,6592.638672
20000669,1,0.2,0,1,0,41,0,4,3,1,3,2,8,3,3,3651.395996
20000673,0,NA,0,1,0,22,0,4,3,1,2,2,10,3,3,12170.361328
20000675,0,NA,0,1,0,58,0,3,3,0,2,2,8.2,3,3,3681.584717
20000676,0,NA,0,1,0,46,0,3,3,1,3,2,9.6,3,3,3651.395996
20000682,0,NA,0,1,0,50,1,4,3,1,2,2,10,3,3,2435.70166
20000683,0,NA,0,1,0,60,0,4,3,1,3,2,9,3,3,2940.763428
20000686,0,NA,0,1,0,53,0,4,2,0,3,2,9.2,3,3,4175.145996
20000687,0,NA,0,1,0,47,0,3,3,1,3,2,7.4,3,2,4175.145996
20000688,0,NA,0,1,0,42,1,2,3,1,2,2,10,3,2,3476.013916
20000690,0,NA,0,1,0,59,0,2,3,0,3,2,8,3,3,4211.564453
20000719,0,NA,0,1,0,41,0,4,3,0,4,2,8.8,3,3,2597.187256
20000720,0,NA,0,1,0,56,1,4,3,1,4,2,10,3,3,1920.576782
20000725,0,NA,0,1,0,45,1,2,3,1,3,2,9.2,3,3,2169.27417
20000729,0,NA,0,1,0,31,1,2,3,0,3,2,9.6,3,3,2397.366699
20000730,0,NA,0,1,0,49,1,2,3,0,3,2,9.4,3,3,2169.27417
20000735,0,NA,0,1,0,41,0,2,3,0,3,2,7.6,3,3,2597.187256
20000736,0,NA,0,1,0,51,0,4,3,1,3,3,10,3,2,3222.524658
20000745,0,NA,0,1,0,53,1,2,3,0,2,2,9.8,3,3,2661.877197
20000746,0,NA,0,1,0,49,1,3,3,1,4,2,10,3,3,2661.877197
20000747,0,NA,0,1,0,54,0,4,3,0,4,2,8.4,3,3,3222.524658
20000757,0,NA,0,1,0,57,1,4,3,1,2,2,10,3,2,2322.134521
20000758,0,NA,0,1,0,53,1,3,3,0,2,1,9.2,3,2,2661.877197
20000759,0,NA,0,1,0,43,1,4,3,1,2,2,10,3,2,2661.877197
20000760,0,NA,0,1,0,47,0,4,3,1,2,2,10,3,2,3222.524658
20000761,0,NA,0,1,0,34,0,3,3,0,2,2,7.6,3,2,4270.983398
20000765,0,NA,0,1,0,41,0,4,3,1,2,2,10,3,2,3222.524658
20000766,0,NA,0,1,0,43,0,3,3,1,2,1,10,3,2,3222.524658
20000776,0,NA,0,1,0,43,1,3,3,0,1,2,10,3,3,7195.933594
20000793,0,NA,0,1,0,45,1,3,3,0,3,2,9.6,3,3,7195.933594
20000794,0,NA,0,1,0,64,1,3,3,0,3,2,10,3,3,6476.675781
20000795,0,NA,0,1,0,47,1,3,3,0,3,1,9.2,3,3,7195.933594
20000799,0,NA,0,1,0,37,1,3,3,0,2,2,7.8,3,3,7880.210938
20000806,0,NA,0,1,0,47,1,4,3,1,4,1,9.6,3,3,3029.412842
20000815,0,NA,0,1,0,53,1,4,3,0,2,2,10,3,3,3029.412842
20000835,0,NA,0,1,0,57,1,4,3,0,3,2,3.6,2,3,8178.743652
20000845,0,NA,0,1,0,68,0,4,3,0,2,2,10,3,2,1581.313232
20000850,0,NA,0,1,0,41,1,3,3,0,3,2,9.6,3,3,3476.013916
20000854,0,NA,0,1,0,60,0,4,2,1,2,2,8.6,3,2,9080.092773
20000856,0,NA,0,1,0,52,1,4,3,0,3,2,8.2,3,3,7613.304688
20000860,0,NA,0,1,0,39,0,4,3,0,2,2,8,3,2,11523.460938
20000862,0,NA,0,1,0,47,0,2,3,1,3,2,10,3,2,3222.524658
20000863,0,NA,0,1,0,62,1,4,3,0,3,2,10,3,2,2322.134521
20000874,0,NA,0,1,0,46,0,3,3,0,3,2,9.2,3,3,8457.629883
20000876,0,NA,0,1,0,59,0,3,3,0,3,2,8.6,3,3,8570.717773
20000880,0,NA,0,1,0,34,0,2,3,0,3,2,9.25,3,3,9183.59668
20000881,0,NA,0,1,0,29,0,3,3,1,4,2,8.4,3,3,10836.787109
20000902,0,NA,0,1,0,54,1,2,3,0,3,2,9.2,3,3,2706.920654
20000914,0,NA,0,1,0,49,1,2,3,1,3,2,10,3,3,5994.614746
20000929,0,NA,0,1,0,52,1,2,3,0,4,2,10,3,3,7613.304688
20000932,0,NA,0,1,0,49,0,4,3,1,3,2,10,3,3,8970.837891
20000934,0,NA,0,1,0,18,0,4,2,1,3,2,10,3,3,14377.012695
20000936,0,NA,0,1,0,63,0,4,3,0,3,2,9.2,3,3,9080.092773
20000943,0,NA,0,1,0,51,0,3,3,0,3,2,10,3,3,3651.395996
20000944,0,NA,0,1,0,39,0,2,3,1,3,2,10,3,3,4814.859375
20000949,0,NA,0,1,0,52,0,4,3,0,3,2,7.6,3,3,3651.395996
20000976,1,0.33,0,1,0,19,0,4,2,1,3,3,9,3,3,10877.039062
20000986,0,NA,0,1,0,47,1,3,3,0,3,2,10,3,3,3476.013916
20000999,0,NA,0,1,0,60,0,4,3,1,3,2,8.4,3,3,7182.037109
20001005,0,NA,0,1,0,64,1,3,3,1,2,2,10,3,2,2322.134521
20001007,0,NA,0,1,0,55,1,4,3,1,3,1,8.2,3,2,2322.134521
20001010,0,NA,0,1,0,38,1,4,3,0,2,1,10,3,2,2958.493408
20001011,0,NA,0,1,0,27,1,2,3,1,2,1,10,3,2,2958.493408
20001012,0,NA,0,1,0,53,1,4,3,0,4,2,9,2,2,2661.877197
20001013,0,NA,0,1,0,47,1,4,3,1,3,1,10,3,3,7437.922363
20001015,0,NA,0,1,0,61,0,4,1,0,2,2,6.4,3,2,4211.564453
20001016,0,NA,0,1,0,30,1,4,3,1,3,2,10,3,2,3847.862305
20001018,0,NA,0,1,0,64,0,2,3,0,1,2,9.8,3,2,4211.564453
20001033,0,NA,0,1,0,55,0,4,3,1,1,2,10,3,3,3245.525635
20001034,0,NA,0,1,0,52,1,4,3,1,4,2,10,3,3,3029.412842
20001035,0,NA,0,1,0,35,1,4,3,1,3,2,3,3,3,3359.092773
20001036,0,NA,0,1,0,63,0,2,3,1,4,2,8.8,3,3,3681.584717
20001037,0,NA,0,1,0,61,1,2,2,1,3,1,8.2,3,3,2657.564697
20001055,0,NA,0,1,0,51,0,3,3,0,2,2,7,3,3,8457.629883
20001077,0,NA,0,1,0,53,0,2,3,0,3,2,7,3,3,8457.629883
20001078,0,NA,0,1,0,55,0,3,3,0,3,2,8.2,3,3,8570.717773
20001079,0,NA,0,1,0,51,1,3,3,0,3,2,10,3,3,7195.933594
20001096,0,NA,0,1,0,37,1,4,3,0,2,2,10,3,3,7880.210938
20001112,0,NA,0,1,0,39,1,3,3,0,3,2,10,3,3,7880.210938
20001115,0,NA,0,1,0,46,1,2,3,0,3,3,10,3,3,7195.933594
20001127,0,NA,0,1,0,31,1,4,3,0,3,2,8.2,3,3,2687.753418
20001166,0,NA,0,1,0,40,1,4,3,1,4,1,9.4,3,3,7195.933594
20001176,0,NA,0,1,0,54,1,2,3,0,4,1,9.2,3,3,7195.933594
20001177,0,NA,0,1,0,61,0,4,3,1,4,2,7.4,3,2,8570.717773
20001188,0,NA,0,1,0,37,1,4,3,1,3,2,8.8,3,3,7880.210938
20001192,0,NA,0,1,0,43,1,2,3,0,2,2,9,3,3,7195.933594
20001194,0,NA,0,1,0,49,1,4,3,0,3,2,10,3,3,3384.489502
20001195,0,NA,0,1,0,36,0,4,3,1,3,2,9.8,3,3,5358.735352
20001237,0,NA,0,1,0,32,1,4,3,1,3,1,10,3,2,3359.092773
20001243,0,NA,0,1,0,31,1,3,2,0,3,2,6.4,3,3,3847.862305
20001246,0,NA,0,1,0,29,0,2,3,0,3,3,8.2,3,3,9183.59668
20001247,0,NA,0,1,0,44,1,2,3,0,2,1,10,3,3,5994.614746
20001253,1,NA,0,1,0,28,0,2,3,1,3,1,9.4,3,3,11523.460938
20001280,0,NA,0,1,0,35,1,4,3,1,3,2,6.8,3,3,6592.638672
20001297,0,NA,0,1,0,39,1,4,3,1,2,2,9,3,3,3847.862305
20001307,0,NA,0,1,0,33,1,3,3,0,1,3,10,3,3,7366.044434
20001311,0,NA,0,1,0,45,0,2,3,0,3,1,8.4,3,3,7925.254395
20001316,0,NA,0,1,0,62,0,4,2,1,4,1,7.2,3,3,3245.525635
20001334,0,NA,0,1,0,63,0,2,3,1,3,2,9.4,3,3,9080.092773
20001341,0,NA,0,1,0,57,0,3,3,1,2,2,10,3,2,3245.525635
20001342,0,NA,0,1,0,48,1,2,3,1,1,3,9.8,3,2,2661.877197
20001343,0,NA,0,1,0,36,0,4,3,1,3,2,10,2,1,4270.983398
20001344,0,NA,0,1,0,54,1,4,3,0,2,2,5.8,3,2,2661.877197
20001345,0,NA,0,1,0,38,0,4,3,1,1,3,7,3,2,4270.983398
20001346,0,NA,0,1,0,46,0,2,3,0,4,2,10,3,2,3222.524658
20001348,0,NA,0,1,0,48,0,2,3,0,1,3,6.2,3,2,3222.524658
20001351,0,NA,0,1,0,59,1,4,3,1,2,2,10,3,3,2164.96167
20001424,0,NA,0,1,0,50,0,2,3,0,4,2,10,3,3,7925.254395
20001426,0,NA,0,1,0,48,0,3,3,0,3,2,9.4,3,3,7102.97168
20001458,0,NA,0,1,0,48,0,3,3,0,4,2,8.4,3,3,8457.629883
20001459,0,NA,0,1,0,43,1,3,3,0,3,2,7.8,3,3,7195.933594
20001460,0,NA,0,1,0,47,0,2,3,0,3,2,8.6,3,2,8457.629883
20001461,0,NA,0,1,0,38,1,3,3,0,2,2,9.4,3,1,7880.210938
20001465,0,NA,0,1,0,62,1,4,1,1,3,2,9.6,3,3,6476.675781
20001477,0,NA,0,1,0,28,1,4,3,0,2,2,8,3,3,3749.149902
20001508,0,NA,0,1,0,28,1,4,3,1,3,2,1.2,3,3,7880.210938
20001535,0,NA,0,1,0,35,0,2,3,0,3,2,10,3,2,5483.802734
20001538,0,NA,0,1,0,38,1,3,3,0,2,2,10,2,2,3847.862305
20001545,0,NA,0,1,0,41,0,2,3,0,3,2,7.8,3,3,4175.145996
20001549,0,NA,0,1,0,54,0,4,3,1,3,2,6,3,3,8970.837891
20001556,0,NA,0,1,0,27,0,4,3,1,3,2,8,3,3,4206.293457
20001581,0,NA,0,1,0,58,0,4,3,1,2,2,9,3,2,8883.625977
20001582,0,NA,0,1,0,22,1,4,3,1,3,2,3.6,3,3,14377.012695
20001586,0,NA,0,1,0,65,0,2,2,0,2,1,10,3,3,3084.519287
20001588,0,NA,0,1,0,36,1,4,3,0,2,2,7.8,3,3,7366.044434
20001592,0,NA,0,1,0,27,0,4,3,0,3,1,10,3,3,10212.887695
20001600,0,NA,0,1,0,58,0,2,3,1,4,1,10,3,3,3681.584717
20001601,0,NA,0,1,0,58,1,4,3,1,3,2,8.4,3,2,6476.675781
20001606,1,NA,0,1,0,29,1,4,3,1,2,3,7.4,3,3,7366.044434
20001608,0,NA,0,1,0,43,1,3,3,1,3,2,8.4,3,3,7195.933594
20001619,0,NA,0,1,0,45,1,4,3,1,3,2,10,3,3,3384.489502
20001626,0,NA,0,1,0,47,0,2,3,0,3,2,8.8,3,3,3651.395996
20001629,0,NA,0,1,0,43,0,2,3,1,3,2,10,3,3,3651.395996
20001645,0,NA,0,1,0,33,0,4,3,1,3,2,10,3,3,5483.802734
20001646,0,NA,0,1,0,35,1,4,3,1,1,3,10,3,3,3847.862305
20001663,0,NA,0,1,0,57,1,4,3,0,3,2,7.6,3,3,5340.525879
20001667,0,NA,0,1,0,42,0,4,3,1,3,2,7.6,3,2,8970.837891
20001668,0,NA,0,1,0,39,1,3,3,0,3,1,9.8,3,2,8349.333984
20001690,0,NA,0,1,0,45,1,2,3,1,3,2,9.4,3,3,2435.70166
20001692,0,NA,0,1,0,47,1,3,3,0,3,2,1,3,3,2435.70166
20001696,0,NA,0,1,0,54,0,4,3,1,3,2,9.2,3,3,4175.145996
20001708,0,NA,0,1,0,44,1,2,3,0,3,2,9.8,3,3,6708.122559
20001709,0,NA,0,1,0,34,0,4,3,0,4,2,8.8,3,3,10212.887695
20001711,0,NA,0,1,0,35,0,4,3,0,3,2,4,3,3,10212.887695
20001713,0,NA,0,1,0,53,1,4,3,1,3,1,8.45455398103486,3,3,14377.012695
20001716,0,NA,0,1,0,42,1,4,3,0,2,2,9.2,3,3,14377.012695
20001737,0,NA,0,1,0,50,0,2,3,1,4,2,7.8,3,3,8457.629883
20001761,0,NA,0,1,0,60,0,2,3,0,2,2,9.04024488218509,3,3,8570.717773
20001773,0,NA,0,1,0,51,0,3,3,1,3,1,9,3,2,4175.145996
20001774,0,NA,0,1,0,27,0,2,3,1,3,2,10,3,2,5483.802734
20001775,0,NA,0,1,0,38,0,4,2,0,2,2,7.2,3,2,5483.802734
20001787,0,NA,0,1,0,56,0,2,3,0,3,2,10,3,3,8883.625977
20001789,0,NA,0,1,0,54,1,4,3,1,3,2,4.4,3,3,7437.922363
20001790,0,NA,0,1,0,53,1,2,3,1,3,2,9.8,3,3,7437.922363
20001799,0,NA,0,1,0,27,0,2,3,0,4,2,8.4,3,3,10836.787109
20001843,0,NA,0,1,0,37,1,3,3,0,2,1,10,3,3,7366.044434
20001850,0,NA,0,1,0,38,1,3,3,1,4,1,8.08006601143925,3,3,3359.092773
20001851,0,NA,0,1,0,68,0,4,3,1,4,2,9.2,3,3,1581.313232
20001852,0,NA,0,1,0,69,0,3,3,1,2,2,10,3,3,3549.808594
20001877,0,NA,0,1,0,59,0,4,3,1,3,1,8.6,3,3,4107.581055
20001880,0,NA,0,1,0,56,1,3,3,1,3,2,10,3,3,2976.223145
20001892,0,NA,0,1,0,30,1,2,3,1,2,2,9,3,3,7880.210938
