"uniqid","ew","y","east","nw","south","age","female","occupation","form_educ","pmi","det_risk","sanct","tax_mor","fin_diff","resp_coop","w1","wex"
360000420,0,NA,1,0,0,51,0,4,2,0,3,1,1,3,1,1.0909,1766.574097
360000427,0,NA,1,0,0,58,1,4,2,1,1,1,3.2,2,1,0.4993,808.552979
360000438,0,NA,1,0,0,24,0,3,3,1,2,1,2.8,3,2,0.7958,1288.697021
360000451,0,NA,1,0,0,63,1,2,2,1,3,2,1.8,3,2,0.4954,802.237427
360000452,0,NA,1,0,0,57,1,2,3,1,3,1,1.6,3,2,0.4954,802.237427
360000453,0,NA,1,0,0,55,1,2,3,1,3,1,3.6,3,1,0.8708,1410.150024
360000457,0,NA,1,0,0,26,0,4,2,1,3,1,2.2,2,2,1.8245,2954.546143
360000458,0,NA,1,0,0,27,0,4,2,0,3,1,3.6,3,2,1.8245,2954.546143
360000459,0,NA,1,0,0,59,0,2,3,1,3,1,1.6,3,1,1.3725,2222.5896
360000465,0,NA,1,0,0,46,1,4,2,1,2,2,4.6,2,2,0.7325,1186.190796
360000468,0,NA,1,0,0,44,0,4,2,1,2,2,4.6,3,3,1.0582,1713.620605
360000470,0,NA,1,0,0,48,0,3,2,1,4,1,4.6,3,3,1.0582,1713.620605
360000491,0,NA,1,0,0,34,0,4,2,1,2,2,10,3,3,1.2057,1952.478027
360000501,0,NA,1,0,0,42,1,4,2,1,1,2,1,2,1,0.5023,813.411072
360000517,0,NA,1,0,0,62,1,2,3,1,3,2,2.6,3,2,0.4954,802.237427
360000523,0,NA,1,0,0,28,1,4,2,1,2,1,4.8,1,2,0.6436,1042.228516
360000528,0,NA,1,0,0,55,1,4,2,1,2,1,1.8,2,2,0.4954,802.237427
360000531,0,NA,1,0,0,47,1,2,2,1,3,1,1.8,2,2,0.6851,1109.432495
360000547,0,NA,1,0,0,59,0,2,2,0,3,1,1,3,2,1.3725,2222.5896
360000550,0,NA,1,0,0,62,0,2,3,1,3,2,2.6,1,1,1.3725,2222.5896
360000554,0,NA,1,0,0,55,1,4,3,1,2,1,1.4,3,2,0.5413,876.56665
360000578,0,NA,1,0,0,49,1,2,2,1,2,1,1,3,2,0.7549,1222.464722
360000592,0,NA,1,0,0,62,0,4,2,1,3,1,7,3,1,0.9146,1481.078613
360000593,0,NA,1,0,0,30,0,4,2,1,2,1,3.2,3,1,1.2371,2003.326416
360000598,0,NA,1,0,0,56,1,4,2,0,3,1,1,3,1,0.553,895.513306
360000600,0,NA,1,0,0,56,0,4,2,0,2,1,1,3,1,0.9146,1481.078613
360000601,0,NA,1,0,0,24,0,4,2,0,1,2,6.6,3,1,0.8883,1438.489136
360000603,0,NA,1,0,0,30,0,4,3,0,2,1,5,2,1,1.2371,2003.326416
360000604,0,NA,1,0,0,21,0,4,2,0,2,1,1,3,1,0.8883,1438.489136
360000605,0,NA,1,0,0,27,1,4,2,1,3,2,2.2,2,1,0.7198,1165.624756
360000619,0,NA,1,0,0,30,1,3,3,0,3,1,3.6,2,1,0.4717,763.858276
360000622,0,NA,1,0,0,30,1,2,2,1,2,2,3.6,3,1,0.6381,1033.321899
360000636,0,NA,1,0,0,32,0,3,3,1,2,1,1.8,3,2,0.8626,1396.871216
360000638,0,NA,1,0,0,34,0,2,3,1,3,1,1,3,1,0.8626,1396.871216
360000643,0,NA,1,0,0,35,0,3,3,0,2,1,2.2,3,2,0.8626,1396.871216
360000659,0,NA,1,0,0,57,1,3,2,1,2,2,1,3,1,0.5183,839.321045
360000660,0,NA,1,0,0,40,1,4,3,1,2,2,3,2,2,0.7325,1186.190796
360000664,0,NA,1,0,0,63,0,3,3,0,2,2,1,3,3,1.5247,2469.058105
360000671,0,NA,1,0,0,21,1,3,2,1,3,1,6,3,1,1.5341,2484.280273
360000705,0,NA,1,0,0,43,1,2,2,1,3,1,1,3,1,0.6851,1109.432495
360000710,0,NA,1,0,0,46,0,4,1,0,2,1,10,1,1,0.9801,1587.147583
360000712,0,NA,1,0,0,46,1,4,2,1,2,1,1,3,2,1.3011,2106.966309
360000723,0,NA,1,0,0,45,0,3,2,1,4,2,2,3,2,1.0824,1752.809448
360000730,0,NA,1,0,0,31,1,2,3,1,4,2,1,3,2,0.7103,1150.240723
360000731,0,NA,1,0,0,60,1,2,3,1,3,1,1,3,2,0.5413,876.56665
360000750,0,NA,1,0,0,56,0,3,2,1,3,2,1,3,2,0.9059,1466.98999
360000753,0,NA,1,0,0,46,1,4,2,1,1,2,1,3,1,0.7325,1186.190796
360000761,0,NA,1,0,0,45,1,2,3,1,4,1,5,3,1,0.5023,813.411072
360000767,0,NA,1,0,0,58,1,2,3,1,3,2,3.6,2,1,0.3516,569.371582
360000770,0,NA,1,0,0,51,0,4,2,0,3,1,10,1,1,0.7335,1187.810181
360000807,1,0.52,1,0,0,17,0,2,1,1,2,1,9,2,2,0.8573,1388.288574
360000810,0,NA,1,0,0,31,0,2,2,1,3,1,2.6,3,1,1.0868,1759.93457
360000817,0,NA,1,0,0,32,0,2,3,0,3,1,3.2,3,1,1.0868,1759.93457
360000830,0,NA,1,0,0,50,1,3,3,1,3,1,2.6,3,2,0.9912,1605.122559
360000835,0,NA,1,0,0,60,1,2,3,0,3,1,2.8,3,1,0.9865,1597.511475
360000859,0,NA,1,0,0,51,1,4,2,1,3,1,3.8,2,1,0.7325,1186.190796
360000867,0,NA,1,0,0,54,0,4,2,1,2,1,10,3,2,0.7335,1187.810181
360000869,0,NA,1,0,0,65,1,3,2,1,4,1,1,3,2,0.556,900.371399
360000872,0,NA,1,0,0,46,1,4,3,1,4,1,10,3,1,0.5023,813.411072
360000881,0,NA,1,0,0,38,0,2,3,1,2,2,1,3,1,2.0155,3263.846436
360000895,0,NA,1,0,0,46,1,3,3,1,3,1,2,3,1,0.7325,1186.190796
360000896,0,NA,1,0,0,57,1,2,3,0,3,2,3,3,1,0.5183,839.321045
360000908,0,NA,1,0,0,48,0,4,2,0,3,1,10,2,1,1.0824,1752.809448
360000909,0,NA,1,0,0,29,1,4,3,1,2,1,10,3,1,0.7103,1150.240723
360000924,0,NA,1,0,0,52,1,4,3,1,3,1,2,3,2,0.9912,1605.122559
360000954,0,NA,1,0,0,29,0,2,3,1,3,2,2.2,3,1,0.8563,1386.669189
360000963,0,NA,1,0,0,41,0,4,3,1,2,1,1.8,2,1,0.9614,1556.865234
360000971,0,NA,1,0,0,51,1,4,3,1,2,1,2.8,2,1,0.6791,1099.716187
360000972,0,NA,1,0,0,22,0,4,1,1,1,1,2,3,1,0.7841,1269.750366
360000983,0,NA,1,0,0,53,0,3,3,1,4,2,1.94386978728619,2,1,1.7982,2911.956543
360000988,0,NA,1,0,0,50,0,2,3,1,3,2,1.6,2,2,1.7982,2911.956543
360000993,0,NA,1,0,0,57,1,2,2,1,3,2,1,3,2,0.5413,876.56665
360001043,1,0.5,1,0,0,72,0,4,3,1,3,1,5,3,1,0.9399,1522.048706
360001081,1,0.3,1,0,0,60,0,4,3,1,3,1,3.4,2,1,0.6076,983.931091
360001098,0,NA,1,0,0,27,1,4,2,0,3,2,1,2,2,0.494,799.970276
360001100,0,NA,1,0,0,21,1,3,3,1,1,1,3.2,2,1,0.8143,1318.655518
360001135,0,NA,1,0,0,60,1,2,2,1,4,1,3.8,3,2,0.8708,1410.150024
360001138,0,NA,1,0,0,64,0,2,3,1,3,1,2.2,3,1,1.3725,2222.5896
360001151,0,NA,1,0,0,44,0,2,3,1,2,2,3.6,2,1,1.6226,2627.594727
360001167,0,NA,1,0,0,19,0,4,2,0,4,3,10,3,2,0.6135,993.485352
360001176,0,NA,1,0,0,33,0,4,3,1,2,2,3.8,3,2,0.8288,1342.136353
360001177,1,0.2,1,0,0,36,1,2,3,0,3,2,5,3,2,0.4745,768.392517
360001195,0,NA,1,0,0,59,1,4,2,1,3,1,1,3,1,0.3748,606.94104
360001199,0,NA,1,0,0,25,0,4,2,0,2,1,1,3,2,1.1123,1801.228638
360001209,0,NA,1,0,0,55,0,2,3,0,3,1,4.8,3,1,1.5247,2469.058105
360001210,0,NA,1,0,0,29,1,4,2,0,3,1,4.4,3,1,0.6381,1033.321899
360001221,0,NA,1,0,0,28,1,3,3,1,2,2,8,3,1,0.7103,1150.240723
360001227,0,NA,1,0,0,42,0,4,2,1,2,1,2,2,2,1.0824,1752.809448
360001228,0,NA,1,0,0,34,1,2,2,1,2,1,6.6,2,3,0.7103,1150.240723
360001229,0,NA,1,0,0,59,1,4,2,1,1,2,1,2,1,0.3516,569.371582
360001243,0,NA,1,0,0,68,1,3,2,0,2,1,1,3,2,1.4102,2283.639893
360001244,0,NA,1,0,0,24,1,4,2,1,3,1,4.6,1,2,1.5341,2484.280273
360001248,0,NA,1,0,0,34,1,2,3,1,3,1,2.6,3,1,1.5658,2535.614258
360001258,0,NA,1,0,0,30,0,4,3,0,3,1,1,3,1,2.0155,3263.846436
360001259,0,NA,1,0,0,59,1,4,3,0,3,2,1.5,2,1,0.9865,1597.511475
360001265,0,NA,1,0,0,59,1,3,2,1,3,1,3.4,3,2,0.5413,876.56665
360001266,0,NA,1,0,0,28,1,2,3,1,4,1,2.2,3,2,0.7103,1150.240723
360001271,0,NA,1,0,0,32,1,2,2,0,2,1,2.2,2,2,1.2258,1985.027466
360001288,0,NA,1,0,0,62,1,2,3,0,2,1,1.8,3,1,0.9865,1597.511475
360001304,0,NA,1,0,0,53,0,3,2,1,2,1,7.2,3,2,0.7283,1179.389404
360001331,1,0.1,1,0,0,28,0,3,3,1,2,2,10,2,1,0.8288,1342.136353
360001372,0,NA,1,0,0,57,1,3,3,1,1,2,6.2,2,2,0.9865,1597.511475
360001373,0,NA,1,0,0,37,1,3,2,0,2,2,1,2,1,1.2258,1985.027466
360001393,0,NA,1,0,0,37,1,4,2,1,3,1,1.8,2,2,1.0979,1777.909668
360001401,0,NA,1,0,0,29,1,4,3,1,3,1,4.6,2,1,1.0979,1777.909668
360001440,0,NA,1,0,0,62,0,4,2,1,3,1,1,2,1,0.8072,1307.157959
360001441,0,NA,1,0,0,59,0,4,2,0,2,1,1,3,1,0.8072,1307.157959
360001442,0,NA,1,0,0,26,1,3,2,0,2,1,1,3,1,0.6381,1033.321899
360001443,0,NA,1,0,0,30,1,4,2,0,2,1,6.4,3,1,0.6381,1033.321899
360001445,0,NA,1,0,0,51,0,3,2,0,2,1,4,3,1,1.0824,1752.809448
360001450,0,NA,1,0,0,60,1,4,2,1,2,1,2,3,1,0.5413,876.56665
360001451,1,0.2,1,0,0,59,0,4,2,1,3,1,5,2,2,0.9059,1466.98999
360001454,0,NA,1,0,0,25,1,3,3,1,3,1,1.8,3,1,0.494,799.970276
360001471,0,NA,1,0,0,49,1,4,2,0,3,1,7,3,1,0.7648,1238.49646
360001479,0,NA,1,0,0,40,0,2,3,1,2,1,4.2,3,1,1.7982,2911.956543
360001481,0,NA,1,0,0,41,0,4,3,1,2,1,1,2,1,1.7982,2911.956543
360001482,0,NA,1,0,0,37,0,2,3,1,2,1,4.6,3,1,2.0155,3263.846436
360001487,0,NA,1,0,0,46,1,3,2,1,3,1,4.6,3,2,1.3011,2106.966309
360001516,0,NA,1,0,0,23,0,3,2,1,3,1,3.8,2,1,1.4848,2404.445068
360001526,0,NA,1,0,0,47,1,4,2,1,3,1,1,3,1,0.5183,839.321045
360001551,0,NA,1,0,0,30,1,4,3,1,2,2,2.20982109304354,1,1,1.2258,1985.027466
360001559,0,NA,1,0,0,37,1,3,3,1,2,1,3,3,2,1.2258,1985.027466
360001560,0,NA,1,0,0,58,1,4,2,1,2,2,2,3,1,0.3748,606.94104
360001562,0,NA,1,0,0,61,1,2,3,1,3,2,1,3,1,0.3748,606.94104
360001576,0,NA,1,0,0,24,1,2,3,1,3,2,1,3,1,1.9619,3177.048096
360001589,0,NA,1,0,0,37,0,4,2,0,2,1,1,3,1,2.0155,3263.846436
360001590,1,0.5,1,0,0,35,0,2,3,1,2,1,4.2,3,1,2.0155,3263.846436
360001596,0,NA,1,0,0,53,1,4,2,1,3,2,3.4,3,2,1.6575,2684.11084
360001600,0,NA,1,0,0,38,1,4,2,0,4,1,7,3,2,1.5658,2535.614258
360001646,0,NA,1,0,0,35,0,3,3,0,3,1,4.6,3,2,2.0155,3263.846436
360001651,0,NA,1,0,0,62,1,3,3,1,2,1,1,2,1,0.9865,1597.511475
360001660,1,NA,1,0,0,59,0,4,3,1,2,1,1,3,1,0.8836,1430.878052
360001662,0,NA,1,0,0,18,1,4,2,1,2,2,2.4,3,1,1.5341,2484.280273
360001668,0,NA,1,0,0,21,0,4,2,1,3,1,1,2,2,1.3359,2163.320557
360001681,0,NA,1,0,0,51,1,2,2,1,2,1,5.2,3,2,1.1647,1886.08374
360001689,0,NA,1,0,0,35,0,3,3,1,3,2,7.8,3,1,0.8419,1363.35022
360001692,0,NA,1,0,0,49,1,4,2,1,3,2,1,3,1,0.518,838.835266
360001695,0,NA,1,0,0,30,1,2,3,1,2,1,1.6,3,1,1.2258,1985.027466
360001700,0,NA,1,0,0,49,1,2,2,1,1,1,2,2,1,0.6791,1099.716187
360001707,0,NA,1,0,0,34,1,2,3,1,3,1,2.6,3,1,0.6381,1033.321899
360001709,0,NA,1,0,0,33,0,4,3,1,3,1,1,3,1,1.0868,1759.93457
360001711,0,NA,1,0,0,47,1,2,1,1,2,1,2,3,1,0.6791,1099.716187
360001717,0,NA,1,0,0,60,0,4,3,1,2,1,1,3,1,0.9059,1466.98999
360001720,0,NA,1,0,0,45,0,4,2,1,3,1,4.4,3,1,1.0824,1752.809448
360001736,1,0.5,1,0,0,34,1,4,2,1,2,2,7,3,1,0.6436,1042.228516
360001743,0,NA,1,0,0,38,0,2,3,1,3,1,3,3,1,1.1123,1801.228638
360001759,0,NA,1,0,0,52,1,2,2,0,3,2,3,3,2,0.6851,1109.432495
360001763,0,NA,1,0,0,54,1,2,2,0,3,1,4,3,2,0.6851,1109.432495
360001766,0,NA,1,0,0,34,0,3,2,1,4,2,8,1,2,1.1123,1801.228638
360001769,0,NA,1,0,0,60,0,4,3,1,4,2,1,1,1,1.3725,2222.5896
360001775,0,NA,1,0,0,65,0,3,2,0,3,1,1,3,1,1.4104,2283.963867
360001780,0,NA,1,0,0,57,1,4,3,0,2,2,2.2,3,3,0.7235,1171.616455
360001791,0,NA,1,0,0,33,1,4,3,1,3,1,3.2,3,1,0.9334,1511.522827
360001794,0,NA,1,0,0,28,1,3,3,0,3,2,1,3,1,0.9334,1511.522827
360001798,0,NA,1,0,0,58,1,3,3,1,3,2,1,3,2,0.5413,876.56665
360001801,0,NA,1,0,0,66,0,3,2,1,3,2,1,3,2,0.9308,1507.312378
360001805,0,NA,1,0,0,34,0,2,3,1,4,2,3.4,3,3,1.2299,1991.66687
360001812,0,NA,1,0,0,36,0,4,3,1,2,1,4.2,3,1,2.0155,3263.846436
360001813,0,NA,1,0,0,52,1,2,3,0,3,1,4.6,2,1,1.3011,2106.966309
360001816,0,NA,1,0,0,36,0,2,3,1,2,1,1,3,1,2.0155,3263.846436
360001823,0,NA,1,0,0,56,0,3,3,1,3,1,1,3,2,0.8072,1307.157959
360001859,0,NA,1,0,0,47,1,2,3,1,2,2,2.6,3,1,1.3011,2106.966309
360001861,0,NA,1,0,0,38,1,4,3,0,1,1,1,2,1,1.2258,1985.027466
360001869,0,NA,1,0,0,22,0,4,2,0,3,1,4.6,3,1,1.8953,3069.197754
360001894,0,NA,1,0,0,50,0,4,2,1,3,2,1,3,2,0.7335,1187.810181
360001897,0,NA,1,0,0,41,0,3,2,0,3,1,1.6,3,2,0.7335,1187.810181
360001903,0,NA,1,0,0,42,1,3,3,1,2,1,5,2,1,0.7325,1186.190796
360001904,0,NA,1,0,0,27,0,4,2,1,1,1,2.4,3,2,1.5884,2572.212158
360001906,0,NA,1,0,0,65,1,2,2,1,3,1,5,3,2,1.0853,1757.505615
360001908,0,NA,1,0,0,60,1,2,3,1,3,2,1,3,2,0.7235,1171.616455
360001928,0,NA,1,0,0,41,0,4,2,1,3,1,2.4,2,2,1.6226,2627.594727
360001931,0,NA,1,0,0,43,1,4,2,1,3,1,3.4,3,2,1.1647,1886.08374
360001935,0,NA,1,0,0,18,0,2,2,1,2,2,3.4,2,2,0.5894,954.458496
360001947,0,NA,1,0,0,24,0,4,3,0,3,1,3.4,3,1,0.8793,1423.914673
360001986,0,NA,1,0,0,47,0,2,2,0,2,1,10,3,1,0.7283,1179.389404
360001994,0,NA,1,0,0,58,1,2,3,1,3,1,1.2,3,1,0.9865,1597.511475
360002000,0,NA,1,0,0,62,1,2,3,0,3,2,1.8,2,1,0.9865,1597.511475
360002007,0,NA,1,0,0,49,1,4,1,1,3,3,1,3,1,1.3011,2106.966309
360002027,0,NA,1,0,0,63,1,4,3,1,3,2,1,3,2,0.9865,1597.511475
360002029,0,NA,1,0,0,64,0,3,2,0,2,1,1,3,2,0.6076,983.931091
360002040,0,NA,1,0,0,54,1,4,2,1,3,1,1,3,1,1.6575,2684.11084
360002043,0,NA,1,0,0,51,1,4,3,1,3,2,2,2,2,1.1647,1886.08374
360002044,0,NA,1,0,0,36,0,4,3,0,2,1,10,2,2,2.0155,3263.846436
360002048,0,NA,1,0,0,72,1,3,2,0,3,1,5.2,3,2,1.4102,2283.639893
360002077,0,NA,1,0,0,53,0,4,3,1,3,1,3.6,3,2,1.7982,2911.956543
360002104,0,NA,1,0,0,58,1,2,3,1,3,2,2,3,2,0.8708,1410.150024
360002106,1,0.5,1,0,0,59,1,2,2,1,4,1,4.6,3,1,0.8708,1410.150024
360002107,0,NA,1,0,0,40,1,2,3,0,2,1,1,3,1,1.1647,1886.08374
360002111,0,NA,1,0,0,27,0,4,3,1,3,1,2.6,2,1,1.8245,2954.546143
360002115,0,NA,1,0,0,27,1,2,2,1,3,1,2.8,3,1,1.0979,1777.909668
360002125,0,NA,1,0,0,41,1,3,3,0,3,2,2,2,1,1.6575,2684.11084
360002157,0,NA,1,0,0,40,1,2,3,1,2,2,3.8,2,1,1.6575,2684.11084
360002162,0,NA,1,0,0,59,1,4,2,1,1,1,3,2,1,0.9865,1597.511475
360002163,0,NA,1,0,0,45,1,2,2,0,3,2,1.4,3,1,1.3011,2106.966309
360002176,0,NA,1,0,0,34,0,2,2,0,2,3,1,3,1,2.0155,3263.846436
360002180,0,NA,1,0,0,32,1,3,3,0,2,2,1,3,1,1.2258,1985.027466
360002181,0,NA,1,0,0,20,1,3,2,0,2,1,1,3,1,1.5341,2484.280273
360002182,0,NA,1,0,0,71,1,2,3,0,3,1,7.2,3,2,1.0853,1757.505615
360002198,0,NA,1,0,0,25,1,3,3,1,2,2,3.4,3,2,0.6381,1033.321899
360002209,0,NA,1,0,0,48,0,2,3,0,2,1,1,3,1,0.7283,1179.389404
360002220,1,NA,1,0,0,34,0,2,3,1,2,2,6.4,3,2,0.8288,1342.136353
360002229,0,NA,1,0,0,53,0,4,2,1,2,2,1.6,1,2,0.7283,1179.389404
360002236,0,NA,1,0,0,60,1,2,3,1,2,2,2.2,3,2,0.8708,1410.150024
360002238,0,NA,1,0,0,35,1,2,3,1,3,2,4.2,3,1,1.0979,1777.909668
360002278,1,0.15,1,0,0,59,0,3,2,1,2,2,4.66666666666667,1,1,1.3725,2222.5896
360002279,0,NA,1,0,0,61,1,4,2,1,3,2,1.4,3,2,0.8708,1410.150024
360002282,0,NA,1,0,0,46,1,2,2,0,3,2,1,3,1,1.1647,1886.08374
360002285,0,NA,1,0,0,32,1,3,3,1,3,2,8.2,3,1,1.0979,1777.909668
360002327,0,NA,1,0,0,31,1,2,3,1,4,2,2.8,3,1,0.6895,1116.557739
360002331,0,NA,1,0,0,48,0,3,2,1,1,1,2,3,1,1.0582,1713.620605
360002338,0,NA,1,0,0,41,1,3,3,1,2,1,2.4,3,1,0.518,838.835266
360002344,0,NA,1,0,0,44,0,4,3,1,2,1,1.8,3,1,1.7982,2911.956543
360002345,0,NA,1,0,0,30,1,2,3,1,3,1,4,3,1,1.2258,1985.027466
360002347,0,NA,1,0,0,32,1,2,3,1,2,2,1,3,1,1.2258,1985.027466
360002360,0,NA,1,0,0,52,1,2,3,0,3,1,6,3,1,0.5023,813.411072
360002361,0,NA,1,0,0,39,1,2,3,0,3,1,10,3,1,0.4717,763.858276
360002386,0,NA,1,0,0,42,1,2,1,0,3,2,1,3,1,0.9912,1605.122559
360002387,0,NA,1,0,0,26,0,2,2,0,1,1,8.4,3,1,1.5884,2572.212158
360002405,0,NA,1,0,0,23,0,3,3,0,2,2,1.4,3,1,1.4848,2404.445068
360002415,0,NA,1,0,0,36,1,4,3,1,3,1,3.90437414683969,2,1,1.2258,1985.027466
360002422,0,NA,1,0,0,49,0,2,2,0,3,1,6.6,3,2,0.7335,1187.810181
360002424,0,NA,1,0,0,46,1,4,2,1,1,1,1.2,3,1,0.7325,1186.190796
360002425,0,NA,1,0,0,49,0,3,2,1,3,1,5.4,3,1,1.0582,1713.620605
360002427,0,NA,1,0,0,62,1,4,2,0,4,1,4.6,3,2,1.2488,2022.273071
360002428,0,NA,1,0,0,64,1,4,3,0,4,1,1,3,1,1.2488,2022.273071
360002430,0,NA,1,0,0,59,1,4,3,0,4,1,1.8,3,2,1.2488,2022.273071
360002433,0,NA,1,0,0,42,0,3,3,1,2,1,2.6,3,1,1.7982,2911.956543
360002435,0,NA,1,0,0,50,1,2,2,1,3,1,3.4,3,2,0.5053,818.269226
360002441,0,NA,1,0,0,27,1,2,2,1,4,2,5.4,2,2,0.4745,768.392517
360002442,0,NA,1,0,0,61,0,3,3,0,3,1,4.4,3,1,1.9453,3150.166504
360002444,0,NA,1,0,0,50,1,2,3,1,2,1,5,3,1,0.518,838.835266
360002447,0,NA,1,0,0,36,0,2,3,1,3,1,4.2,2,1,0.8419,1363.35022
360002458,0,NA,1,0,0,61,1,4,2,1,3,1,1,3,1,0.5183,839.321045
360002460,0,NA,1,0,0,30,1,4,3,1,2,1,1,2,1,0.6895,1116.557739
360002461,0,NA,1,0,0,48,1,2,2,1,3,2,2.4,3,1,0.518,838.835266
360002463,0,NA,1,0,0,68,1,4,3,1,3,1,2.4,3,1,0.5685,920.613586
360002464,0,NA,1,0,0,73,1,4,1,1,4,1,5,3,1,0.5685,920.613586
360002466,0,NA,1,0,0,40,0,2,2,0,2,1,3,3,1,0.7417,1201.088989
360002469,0,NA,1,0,0,56,1,4,2,0,2,1,3,3,1,0.3748,606.94104
360002479,0,NA,1,0,0,22,1,4,2,1,2,1,1.33333333333333,1,1,0.6265,1014.537231
360002489,0,NA,1,0,0,54,0,3,2,1,3,2,1,3,2,1.0824,1752.809448
360002490,0,NA,1,0,0,35,1,2,3,1,3,2,1,3,2,0.7103,1150.240723
360002503,0,NA,1,0,0,60,1,4,2,1,3,1,3,3,2,0.5413,876.56665
360002507,0,NA,1,0,0,24,1,4,2,1,2,2,1,3,1,0.8289,1342.29834
360002518,0,NA,1,0,0,27,0,2,3,1,3,1,5,3,2,2.0155,3263.846436
360002530,0,NA,1,0,0,61,1,4,2,1,2,2,1,3,2,0.8708,1410.150024
360002535,0,NA,1,0,0,57,1,4,3,1,2,1,1.8,3,2,0.8708,1410.150024
360002538,0,NA,1,0,0,50,1,4,2,1,2,2,3.6,3,2,1.1647,1886.08374
360002550,0,NA,1,0,0,43,0,4,2,1,2,1,2.6,2,2,0.7335,1187.810181
360002552,0,NA,1,0,0,44,1,4,2,0,2,2,3.09560688182714,3,3,0.5023,813.411072
360002553,0,NA,1,0,0,24,0,4,3,0,3,1,2,3,2,0.5904,956.07782
360002565,0,NA,1,0,0,46,0,4,2,1,2,1,4.6,2,1,1.7982,2911.956543
360002570,0,NA,1,0,0,37,0,2,3,1,2,1,4.6,3,1,2.0155,3263.846436
360002580,0,NA,1,0,0,45,1,2,2,0,3,1,1,1,1,1.3011,2106.966309
360002583,0,NA,1,0,0,38,1,4,2,1,3,1,3.4,3,1,1.2258,1985.027466
360002587,0,NA,1,0,0,64,0,4,2,1,3,2,1,2,1,1.5247,2469.058105
360002588,0,NA,1,0,0,38,1,2,3,0,3,1,1,3,1,1.2258,1985.027466
360002590,0,NA,1,0,0,53,1,2,2,1,2,2,1.8,2,1,1.3011,2106.966309
360002591,0,NA,1,0,0,27,0,4,3,1,2,2,2.4,3,1,2.0155,3263.846436
360002593,0,NA,1,0,0,61,0,4,1,1,1,1,4.6,3,1,1.5247,2469.058105
360002596,0,NA,1,0,0,31,1,2,1,1,2,1,5,3,1,1.2258,1985.027466
360002597,0,NA,1,0,0,49,1,4,3,1,3,1,4.2,3,1,0.7648,1238.49646
360002608,0,NA,1,0,0,44,0,2,2,0,3,2,1,3,1,1.0909,1766.574097
360002627,0,NA,1,0,0,49,1,2,3,1,3,1,1,3,1,0.7648,1238.49646
360002638,0,NA,1,0,0,57,1,4,2,0,3,1,2.8,2,1,0.553,895.513306
360002640,0,NA,1,0,0,47,1,4,3,1,3,1,3,3,1,0.7648,1238.49646
360002643,0,NA,1,0,0,29,1,4,3,1,2,2,1.8,3,1,0.7198,1165.624756
360002647,0,NA,1,0,0,46,0,4,3,1,2,1,3.8,3,1,1.0909,1766.574097
360002650,0,NA,1,0,0,57,1,4,2,1,4,2,1,3,2,0.553,895.513306
360002665,0,NA,1,0,0,24,0,4,2,1,3,1,5,2,1,0.8883,1438.489136
360002673,0,NA,1,0,0,72,0,3,3,1,3,1,4.4,3,2,0.9399,1522.048706
360002675,0,NA,1,0,0,61,0,4,3,0,1,1,3.4,2,1,0.9146,1481.078613
360002697,0,NA,1,0,0,30,0,2,3,1,2,1,1,3,1,1.2371,2003.326416
360002710,0,NA,1,0,0,61,1,4,2,1,2,1,1,3,1,0.3748,606.94104
360002714,0,NA,1,0,0,43,0,4,3,1,4,3,5.6,1,1,1.4041,2273.761719
360002727,0,NA,1,0,0,61,1,4,2,0,3,1,2.6,3,1,0.9865,1597.511475
360002737,0,NA,1,0,0,37,1,3,3,1,1,1,3.8,2,1,1.2258,1985.027466
360002753,0,NA,1,0,0,30,0,3,2,1,2,1,5.6,3,2,1.5884,2572.212158
360002779,0,NA,1,0,0,31,1,3,3,1,2,1,2.6,3,1,0.9334,1511.522827
360002780,0,NA,1,0,0,48,0,4,1,0,2,1,1,3,1,0.7417,1201.088989
360002782,0,NA,1,0,0,71,1,2,3,1,2,1,4.6,3,1,1.4102,2283.639893
360002791,0,NA,1,0,0,32,1,4,2,0,2,2,1.8,3,1,1.0979,1777.909668
360002800,0,NA,1,0,0,37,1,2,3,1,2,2,7,3,1,1.0979,1777.909668
360002804,0,NA,1,0,0,36,1,2,2,1,2,1,8,3,1,1.0979,1777.909668
360002811,0,NA,1,0,0,61,1,4,3,1,3,1,1,2,1,0.5183,839.321045
360002815,0,NA,1,0,0,34,1,4,2,1,1,1,4.4,2,1,1.0979,1777.909668
360002829,0,NA,1,0,0,30,0,2,3,0,3,1,1.6,3,1,0.8419,1363.35022
360002847,0,NA,1,0,0,31,1,4,2,1,3,2,4.6,1,1,0.4863,787.501099
360002849,0,NA,1,0,0,29,0,4,2,0,4,1,7.8,3,1,0.8419,1363.35022
360002850,0,NA,1,0,0,46,0,4,3,0,2,1,2,3,1,0.7417,1201.088989
360002854,0,NA,1,0,0,40,1,4,2,0,3,2,2.4,3,1,0.518,838.835266
360002855,0,NA,1,0,0,62,1,2,3,0,1,1,1,3,1,0.3748,606.94104
360002857,0,NA,1,0,0,23,0,2,2,0,2,2,3,3,2,1.4848,2404.445068
360002858,0,NA,1,0,0,43,1,2,3,1,3,2,1,3,2,1.3011,2106.966309
360002897,0,NA,1,0,0,48,0,2,3,1,2,2,3.6,3,1,1.6226,2627.594727
360002906,0,NA,1,0,0,51,0,4,3,0,2,3,1,3,1,1.6226,2627.594727
